id,retweet_count,favorite_count
731285275100512256,942,3339
731156023742988288,1192,3653
730924654643314689,1869,5864
730573383004487680,2004,4639
730427201120833536,980,3324
730211855403241472,999,3626
730196704625098752,1769,4597
729854734790754305,1055,3843
729838605770891264,356,1652
729823566028484608,1172,3782
729463711119904772,2181,5505
729113531270991872,301,1790
728986383096946689,770,2993
728760639972315136,1603,4436
728751179681943552,641,2626
728653952833728512,983,3154
728409960103686147,1890,4671
728387165835677696,910,3541
728046963732717569,1136,4086
728035342121635841,1572,4328
728015554473250816,1038,3930
727685679342333952,603,2832
727644517743104000,1654,5580
727524757080539137,1142,4255
727314416056803329,703,3179
727286334147182592,775,2922
727175381690781696,1306,3721
727155742655025152,1250,3444
726935089318363137,2301,6549
726887082820554753,1428,3661
726828223124897792,949,3407
726224900189511680,1083,4219
725842289046749185,2514,6767
725786712245440512,1294,3977
725729321944506368,1669,4960
725458796924002305,576,1350
724983749226668032,1223,3553
724771698126512129,595,2229
724405726123311104,1571,5034
724049859469295616,1682,4125
724046343203856385,524,2536
724004602748780546,1452,3977
723912936180330496,1164,3708
723688335806480385,2752,7292
723673163800948736,838,2886
723179728551723008,1758,5051
722974582966214656,1478,3905
722613351520608256,1547,4753
721503162398597120,1718,4385
721001180231503872,578,2410
720785406564900865,725,2947
720775346191278080,617,2341
720415127506415616,1417,3948
720389942216527872,2353,6066
720340705894408192,917,2732
720059472081784833,1054,3677
720043174954147842,1895,4712
719991154352222208,1638,4615
719704490224398336,1343,4329
719551379208073216,1791,4809
719367763014393856,709,2672
719339463458033665,1161,4246
719332531645071360,898,3281
718971898235854848,1020,3303
718939241951195136,1648,4999
718631497683582976,7544,17946
718613305783398402,452,2324
718540630683709445,957,2317
718460005985447936,496,2570
718454725339934721,1425,4628
718246886998687744,464,1820
718234618122661888,936,3685
717841801130979328,563,2337
717790033953034240,1031,2720
717537687239008257,1742,5511
717428917016076293,426,1537
717421804990701568,789,2997
717047459982213120,1811,5980
717009362452090881,905,3082
716802964044845056,1100,4091
716791146589110272,1494,7863
716730379797970944,409,1175
716447146686459905,5537,12431
716439118184652801,200,2273
716285507865542656,993,2646
716080869887381504,1796,6464
715928423106027520,831,3043
715758151270801409,1352,3535
715733265223708672,1602,4455
715704790270025728,539,2641
715696743237730304,1218,3738
715680795826982913,1510,4089
715360349751484417,1481,5213
715342466308784130,647,2905
715220193576927233,613,2310
715200624753819648,1757,4914
715009755312439296,1156,3957
714982300363173890,975,3550
714962719905021952,4009,7003
714957620017307648,1329,3955
714631576617938945,938,3121
714606013974974464,873,3469
714485234495041536,1067,2539
714258258790387713,691,2898
714251586676113411,789,3124
714214115368108032,827,2181
714141408463036416,1330,4120
713919462244790272,750,3139
713909862279876608,516,1811
713900603437621249,691,2710
713761197720473600,1289,4638
713411074226274305,1234,4233
713177543487135744,2706,6880
713175907180089344,1392,4240
712809025985978368,6347,18158
712717840512598017,4688,11732
712668654853337088,1142,3960
712438159032893441,1482,5062
712309440758808576,25,225
712097430750289920,980,3604
712092745624633345,845,2811
712085617388212225,464,3121
712065007010385924,590,2145
711998809858043904,123,0
711968124745228288,2179,7669
711743778164514816,941,2713
711732680602345472,3851,8388
711694788429553666,17319,31297
711652651650457602,858,3679
711363825979756544,1076,3459
711306686208872448,703,3148
711008018775851008,578,2856
710997087345876993,1315,4367
710844581445812225,647,2430
710833117892898816,503,2560
710658690886586372,532,2207
710609963652087808,2258,4571
710588934686908417,1760,4322
710296729921429505,698,2271
710283270106132480,494,2065
710272297844797440,1184,4315
710269109699739648,1058,2288
710153181850935296,848,2779
710140971284037632,838,2623
710117014656950272,1872,5205
709918798883774466,1026,3340
709901256215666688,97,638
709852847387627521,1136,3341
709566166965075968,1132,3379
709556954897764353,1013,3125
709519240576036864,226,1433
709449600415961088,541,2104
709409458133323776,644,2522
709225125749587968,541,2291
709207347839836162,5440,11902
709198395643068416,611,2342
709179584944730112,635,1925
709158332880297985,386,1947
709042156699303936,1543,4507
708853462201716736,623,1723
708845821941387268,848,2835
708834316713893888,475,1609
708810915978854401,6523,15734
708738143638450176,773,2634
708711088997666817,675,2414
708479650088034305,645,2430
708400866336894977,9487,15192
708356463048204288,1251,3411
708349470027751425,701,2251
708149363256774660,1472,4112
708130923141795840,811,3220
708119489313951744,929,2570
708109389455101952,529,1872
708026248782585858,1820,4195
707995814724026368,1067,2981
707983188426153984,2,49
707969809498152960,907,2565
707776935007539200,907,3135
707741517457260545,580,2375
707738799544082433,2312,3894
707693576495472641,945,3238
707629649552134146,819,2449
707610948723478529,5979,16202
707420581654872064,663,2151
707411934438625280,567,2198
707387676719185920,1201,3336
707377100785885184,1023,3112
707315916783140866,600,2363
707297311098011648,740,2664
707059547140169728,639,2482
707038192327901184,746,2087
707021089608753152,1277,3898
707014260413456384,565,2203
706904523814649856,7428,13922
706901761596989440,548,1950
706681918348251136,922,3152
706644897839910912,1036,2442
706593038911545345,600,2061
706538006853918722,1356,3323
706516534877929472,973,2986
706346369204748288,877,3288
706310011488698368,7460,20302
706291001778950144,451,1629
706265994973601792,881,2608
706169069255446529,2095,3733
706166467411222528,1514,4916
706153300320784384,362,1411
705975130514706432,690,2966
705970349788291072,842,3035
705898680587526145,525,2271
705786532653883392,489,1847
705591895322394625,1084,3025
705475953783398401,865,2836
705442520700944385,1520,4203
705428427625635840,1583,3635
705239209544720384,714,2861
705223444686888960,756,2472
705102439679201280,491,2047
705066031337840642,578,2088
704871453724954624,1059,4080
704859558691414016,498,2153
704847917308362754,1431,4849
704819833553219584,925,2524
704761120771465216,2758,6348
704499785726889984,947,2776
704491224099647488,74,715
704480331685040129,1018,3251
704364645503647744,3359,7616
704347321748819968,330,1505
704134088924532736,432,1437
704113298707505153,543,1778
704054845121142784,871,2794
703774238772166656,427,1769
703769065844768768,1083,3116
703631701117943808,631,2446
703611486317502464,1448,3674
703425003149250560,1280,3625
703407252292673536,654,2331
703382836347330562,1082,3342
703356393781329922,367,1829
703268521220972544,514,1894
703079050210877440,2920,7060
703041949650034688,11770,25153
702932127499816960,680,2467
702899151802126337,425,1530
702684942141153280,1007,3088
702671118226825216,534,2091
702598099714314240,3254,11694
702539513671897089,912,2762
702332542343577600,1460,3027
702321140488925184,998,3139
702276748847800320,728,2353
702217446468493312,1274,4572
701981390485725185,930,3291
701952816642965504,976,3672
701889187134500865,1312,3378
701805642395348998,1580,3259
701601587219795968,431,2007
701570477911896070,879,2691
701545186879471618,580,2550
701214700881756160,4835,11675
700890391244103680,535,2123
700864154249383937,594,2480
700847567345688576,475,2352
700796979434098688,891,2332
700747788515020802,8782,21773
700518061187723268,753,2496
700505138482569216,545,2186
700462010979500032,1690,3931
700167517596164096,689,2517
700151421916807169,641,2146
700143752053182464,2568,7187
700062718104104960,650,2523
700029284593901568,552,1982
700002074055016451,1264,3158
699801817392291840,899,2897
699788877217865730,486,2136
699779630832685056,1170,2603
699775878809702401,574,1875
699691744225525762,4348,9805
699446877801091073,2493,5702
699434518667751424,488,2082
699423671849451520,305,1297
699413908797464576,594,1989
699370870310113280,414,1812
699323444782047232,819,3013
699088579889332224,592,2157
699079609774645248,613,2339
699072405256409088,1128,2825
699060279947165696,1704,3572
699036661657767936,1141,2497
698989035503689728,920,3186
698953797952008193,860,2558
698907974262222848,587,2415
698710712454139905,644,2360
698703483621523456,352,1382
698635131305795584,326,1243
698549713696649216,589,2220
698355670425473025,421,1758
698342080612007937,914,2160
698262614669991936,1887,4568
698195409219559425,5654,16040
698178924120031232,700,2694
697995514407682048,320,1450
697990423684476929,1221,3135
697943111201378304,643,2285
697881462549430272,1101,2883
697630435728322560,519,1662
697616773278015490,957,2992
697596423848730625,1195,2875
697575480820686848,481,1950
697516214579523584,1050,1952
697482927769255936,635,2317
697463031882764288,1327,3271
697270446429966336,1784,4506
697259378236399616,946,3149
697255105972801536,1097,2931
697242256848379904,640,2422
696900204696625153,976,3027
696894894812565505,646,2238
696886256886657024,1698,4632
696877980375769088,675,2343
696754882863349760,341,1414
696744641916489729,886,1973
696713835009417216,615,2262
696518437233913856,1637,3746
696490539101908992,134,1157
696488710901260288,969,2397
696405997980676096,1097,3064
696100768806522880,617,1846
695816827381944320,1088,2878
695794761660297217,734,3028
695767669421768709,701,1774
695629776980148225,1984,4360
695446424020918272,1726,4226
695409464418041856,3400,8284
695314793360662529,1363,3457
695095422348574720,581,2529
695074328191332352,1039,2699
695064344191721472,555,1531
695051054296211456,753,2531
694925794720792577,869,2581
694905863685980160,880,2628
694669722378485760,13577,34214
694356675654983680,269,1433
694352839993344000,577,1947
694342028726001664,459,1514
694329668942569472,478,1908
694206574471057408,1931,3972
694183373896572928,882,2813
694001791655137281,970,3256
693993230313091072,383,1801
693942351086120961,348,1670
693647888581312512,555,2569
693644216740769793,119,1300
693642232151285760,397,2437
693629975228977152,753,2341
693622659251335168,355,1467
693590843962331137,1852,4827
693582294167244802,235,1578
693486665285931008,599,1689
693280720173801472,1180,3200
693267061318012928,767,2272
693262851218264065,468,2103
693231807727280129,703,2752
693155686491000832,3032,7527
693109034023534592,576,1630
693095443459342336,429,1779
692919143163629568,721,2565
692905862751522816,829,2324
692901601640583168,571,1679
692894228850999298,746,2157
692828166163931137,846,2750
692752401762250755,3458,6523
692568918515392513,1462,4164
692535307825213440,1288,3011
692530551048294401,390,1759
692423280028966913,210,1407
692417313023332352,3276,8949
692187005137076224,777,2416
692158366030913536,749,2047
692142790915014657,368,1571
692041934689402880,1193,3242
692017291282812928,903,2764
691820333922455552,1559,3788
691793053716221953,4007,7772
691756958957883396,932,2703
691675652215414786,477,1864
691483041324204033,528,2287
691459709405118465,1076,3863
691444869282295808,797,2517
691416866452082688,7223,18490
691321916024623104,628,2468
691096613310316544,838,2850
691090071332753408,319,1652
690989312272396288,2722,5646
690959652130045952,1169,3416
690938899477221376,1841,3902
690932576555528194,960,3133
690735892932222976,1208,3617
690728923253055490,489,2082
690690673629138944,778,2227
690649993829576704,260,1244
690607260360429569,16,287
690597161306841088,575,1862
690400367696297985,426,1806
690374419777196032,802,3108
690360449368465409,834,2539
690348396616552449,489,1428
690248561355657216,393,1606
690021994562220032,974,2682
690015576308211712,697,2376
690005060500217858,1601,3516
689999384604450816,348,1352
689993469801164801,426,1398
689977555533848577,427,1310
689905486972461056,655,2342
689877686181715968,1103,2902
689835978131935233,716,2081
689661964914655233,890,3094
689659372465688576,3641,9905
689623661272240129,610,2124
689599056876867584,5219,11144
689557536375177216,431,1965
689517482558820352,1357,3249
689289219123089408,882,2151
689283819090870273,1044,3115
689280876073582592,671,1894
689275259254616065,235,1094
689255633275777024,1024,2443
689154315265683456,944,2949
689143371370250240,476,1933
688916208532455424,818,2593
688908934925697024,725,2013
688898160958271489,740,2001
688894073864884227,649,2146
688828561667567616,345,1320
688804835492233216,180,919
688789766343622656,632,2121
688547210804498433,661,2471
688519176466644993,695,2222
688385280030670848,4233,8846
688211956440801280,786,2150
688179443353796608,556,2042
688116655151435777,733,2697
688064179421470721,341,1654
687841446767013888,2371,5204
687826841265172480,1060,2622
687818504314159109,904,2380
687807801670897665,681,2274
687732144991551489,627,1678
687704180304273409,799,2325
687664829264453632,485,1851
687494652870668288,547,1819
687480748861947905,227,1530
687476254459715584,505,1895
687460506001633280,512,1968
687399393394311168,583,1811
687317306314240000,8694,19257
687312378585812992,1798,4165
687127927494963200,2139,5176
687124485711986689,479,2097
687109925361856513,2334,5559
687102708889812993,913,2239
687096057537363968,576,2140
686947101016735744,3024,8259
686760001961103360,1314,3363
686749460672679938,1371,3324
686730991906516992,1139,3946
686683045143953408,763,2705
686618349602762752,1287,3534
686606069955735556,514,1804
686394059078897668,654,1662
686386521809772549,835,3119
686377065986265092,534,2117
686358356425093120,623,2079
686286779679375361,1587,3846
686050296934563840,692,2126
686035780142297088,111,1097
686034024800862208,1081,2944
686007916130873345,384,2366
686003207160610816,587,1747
685973236358713344,492,2005
685943807276412928,556,1550
685906723014619143,2697,7140
685681090388975616,116,1951
685667379192414208,532,2251
685663452032069632,1384,3078
685641971164143616,726,2780
685547936038666240,14738,31447
685532292383666176,1091,2900
685325112850124800,3745,9009
685321586178670592,597,2526
685315239903100929,985,3144
685307451701334016,415,1984
685268753634967552,1127,2954
685198997565345792,630,2232
685169283572338688,1349,3936
684969860808454144,347,2281
684959798585110529,2950,6488
684940049151070208,986,3060
684926975086034944,443,3339
684914660081053696,1376,3350
684902183876321280,499,1783
684880619965411328,762,2001
684830982659280897,20528,33435
684800227459624960,947,2598
684594889858887680,3304,8497
684588130326986752,1338,3927
684567543613382656,1143,2875
684538444857667585,894,2524
684481074559381504,1113,3704
684460069371654144,528,1888
684241637099323392,3091,7750
684225744407494656,196,1188
684222868335505415,1294,3656
684200372118904832,986,2054
684195085588783105,480,1820
684188786104872960,1098,3339
684177701129875456,625,1928
684147889187209216,1440,2858
684122891630342144,444,1913
684097758874210310,1352,3933
683857920510050305,1061,3641
683852578183077888,330,1861
683849932751646720,898,2490
683834909291606017,1064,2511
683828599284170753,1002,2680
683773439333797890,1270,3196
683742671509258241,3136,6173
683515932363329536,2735,7001
683498322573824003,920,3026
683481228088049664,950,2547
683462770029932544,643,2316
683449695444799489,1517,3689
683391852557561860,2264,7298
683357973142474752,863,2760
683142553609318400,987,2740
683111407806746624,860,3246
683098815881154561,618,2075
683078886620553216,537,1909
683030066213818368,704,2066
682962037429899265,15492,35029
682808988178739200,158,1700
682788441537560576,1055,2370
682750546109968385,410,1446
682697186228989953,343,1256
682662431982772225,1023,2914
682638830361513985,561,1971
682429480204398592,1086,3284
682406705142087680,1658,7223
682393905736888321,626,2137
682389078323662849,444,1590
682303737705140231,922,2921
682259524040966145,1123,3951
682242692827447297,1084,3080
682088079302213632,9275,17357
682059653698686977,1585,4705
682047327939461121,883,3049
682032003584274432,1878,6268
682003177596559360,1426,2977
681981167097122816,977,2675
681891461017812993,775,2359
681694085539872773,3834,12224
681679526984871937,416,1683
681654059175129088,855,2505
681610798867845120,443,1805
681579835668455424,1226,3372
681523177663676416,5424,13601
681340665377193984,257,1566
681339448655802368,3855,8859
681320187870711809,699,2520
681302363064414209,1712,3748
681297372102656000,894,3063
681281657291280384,1037,3076
681261549936340994,251,1389
681242418453299201,494,1417
681231109724700672,461,2300
681193455364796417,1393,3526
680970795137544192,614,2294
680959110691590145,1882,4371
680940246314430465,977,3038
680934982542561280,409,1991
680913438424612864,583,2297
680889648562991104,346,1678
680836378243002368,1251,3289
680805554198020098,631,2050
680801747103793152,771,2263
680798457301471234,974,2705
680609293079592961,653,2498
680583894916304897,1249,3445
680497766108381184,1802,4026
680494726643068929,459,1635
680473011644985345,709,2419
680440374763077632,472,1382
680221482581123072,279,1416
680206703334408192,1100,2700
680191257256136705,471,2052
680176173301628928,1457,3701
680161097740095489,695,2221
680145970311643136,1642,3438
680130881361686529,887,2187
680115823365742593,858,2589
680100725817409536,1298,3430
680085611152338944,8499,12204
680070545539371008,809,2463
679877062409191424,606,1882
679872969355714560,631,2090
679862121895714818,579,2342
679854723806179328,1158,2725
679844490799091713,714,2263
679828447187857408,13184,34418
679777920601223168,1034,2955
679736210798047232,743,1989
679729593985699840,780,2066
679722016581222400,442,1586
679530280114372609,1961,4537
679527802031484928,682,2509
679511351870550016,1185,3187
679503373272485890,1379,3005
679475951516934144,604,1993
679462823135686656,17647,29894
679405845277462528,1125,2253
679158373988876288,7554,20147
679148763231985668,968,2646
679132435750195208,1083,2819
679111216690831360,2431,5642
679062614270468097,7547,16069
679047485189439488,616,2129
679001094530465792,1147,2699
678991772295516161,1080,2153
678969228704284672,427,1553
678800283649069056,846,2431
678798276842360832,1087,3265
678774928607469569,850,2658
678767140346941444,1271,3337
678764513869611008,437,1538
678755239630127104,3058,6705
678740035362037760,1556,3538
678708137298427904,2279,5303
678675843183484930,1368,2696
678643457146150913,377,1944
678446151570427904,1437,3787
678424312106393600,2385,5163
678410210315247616,1683,3970
678399652199309312,29768,75929
678396796259975168,391,1502
678389028614488064,392,1758
678380236862578688,845,2297
678341075375947776,502,1631
678334497360859136,232,1225
678278586130948096,5719,10810
678255464182861824,345,1504
678023323247357953,352,1799
678021115718029313,5881,12853
677961670166224897,1583,3235
677918531514703872,382,1258
677895101218201600,1934,4552
677716515794329600,914,2874
677700003327029250,1342,3204
677698403548192770,299,1161
677687604918272002,790,2350
677673981332312066,1398,3143
677662372920729601,886,1839
677644091929329666,758,1758
677573743309385728,643,2007
677565715327688705,427,1230
677557565589463040,1074,2309
677547928504967168,3432,6523
677530072887205888,212,1001
677335745548390400,1627,2860
677334615166730240,263,1270
677331501395156992,217,1026
677328882937298944,1410,3448
677314812125323265,494,1556
677301033169788928,372,1157
677269281705472000,661,1858
677228873407442944,1525,3344
677187300187611136,846,2571
676975532580409345,991,2611
676957860086095872,757,2103
676949632774234114,367,1231
676948236477857792,805,2025
676946864479084545,341,1632
676942428000112642,696,1949
676936541936185344,4618,12002
676916996760600576,1696,2796
676897532954456065,680,2120
676864501615042560,654,1970
676821958043033607,14404,21506
676819651066732545,615,1714
676811746707918848,402,1349
676776431406465024,1889,4695
676617503762681856,889,2712
676613908052996102,185,1024
676606785097199616,406,1792
676603393314578432,355,1089
676593408224403456,1996,4291
676590572941893632,115,865
676588346097852417,727,2163
676582956622721024,254,1112
676575501977128964,1038,2416
676533798876651520,515,1762
676496375194980353,496,1433
676470639084101634,4355,10929
676440007570247681,616,1613
676430933382295552,316,1310
676263575653122048,505,1965
676237365392908289,259,1134
676219687039057920,28803,71888
676215927814406144,533,1627
676191832485810177,959,2125
676146341966438401,618,1806
676121918416756736,1080,2033
676101918813499392,1089,2659
676098748976615425,1305,2799
676089483918516224,406,1230
675898130735476737,526,1512
675891555769696257,789,1991
675888385639251968,878,2212
675878199931371520,1303,3907
675870721063669760,522,1525
675853064436391936,1188,2519
675849018447167488,131,887
675845657354215424,807,2124
675822767435051008,498,1423
675820929667219457,221,982
675798442703122432,3178,9624
675781562965868544,432,1507
675740360753160193,313,1103
675710890956750848,758,1754
675707330206547968,631,1845
675706639471788032,87,607
675534494439489536,377,1727
675531475945709568,353,1110
675522403582218240,261,973
675517828909424640,431,1207
675501075957489664,5420,16074
675497103322386432,1192,2922
675489971617296384,548,1201
675483430902214656,895,1711
675432746517426176,529,1412
675372240448454658,481,1576
675362609739206656,207,985
675354435921575936,15469,30374
675349384339542016,2101,3664
675334060156301312,1191,2584
675166823650848770,1446,3300
675153376133427200,2369,5806
675149409102012420,1571,3468
675147105808306176,212,874
675146535592706048,266,1098
675145476954566656,824,1989
675135153782571009,432,1213
675113801096802304,721,1807
675111688094527488,224,891
675109292475830276,1038,2606
675047298674663426,292,983
675015141583413248,1091,2515
675006312288268288,207,906
675003128568291329,429,1447
674999807681908736,1016,2078
674805413498527744,330,797
674800520222154752,786,2794
674793399141146624,1001,2319
674790488185167872,228,1024
674788554665512960,189,744
674781762103414784,1094,1862
674774481756377088,432,1021
674767892831932416,718,1688
674764817387900928,211,727
674754018082705410,403,1266
674752233200820224,423,1358
674743008475090944,498,1299
674742531037511680,46,442
674739953134403584,349,1012
674737130913071104,81,600
674690135443775488,434,1063
674670581682434048,595,1501
674664755118911488,219,845
674646392044941312,445,1329
674644256330530816,254,966
674638615994089473,538,1564
674632714662858753,525,1393
674606911342424069,90,867
674468880899788800,1866,5789
674447403907457024,327,984
674436901579923456,358,1029
674422304705744896,492,1331
674416750885273600,125,638
674410619106390016,421,1118
674394782723014656,518,1396
674372068062928900,291,793
674330906434379776,69,527
674318007229923329,472,1306
674307341513269249,6317,10532
674291837063053312,5360,13653
674271431610523648,671,1446
674269164442398721,213,846
674265582246694913,768,1512
674262580978937856,413,1221
674255168825880576,494,1351
674082852460433408,151,711
674075285688614912,260,926
674063288070742018,1993,5922
674053186244734976,1184,3061
674051556661161984,453,1344
674045139690631169,588,1307
674042553264685056,116,665
674038233588723717,388,1021
674036086168010753,186,792
674024893172875264,1123,1643
674019345211760640,279,1053
674014384960745472,588,1448
674008982932058114,322,1117
673956914389192708,877,1817
673919437611909120,340,1090
673906403526995968,1509,2955
673887867907739649,233,872
673716320723169284,692,2866
673715861853720576,1883,3265
673711475735838725,274,966
673709992831262724,244,782
673708611235921920,262,990
673707060090052608,358,1023
673705679337693185,373,1170
673700254269775872,522,1328
673697980713705472,1770,3649
673689733134946305,593,1612
673688752737402881,451,1166
673686845050527744,397,1329
673680198160809984,429,1262
673662677122719744,340,1164
673656262056419329,213,672
673636718965334016,332,1025
673612854080196609,659,1483
673583129559498752,327,1107
673580926094458881,253,771
673576835670777856,512,1277
673363615379013632,276,954
673359818736984064,613,1340
673355879178194945,521,1394
673352124999274496,491,1548
673350198937153538,193,705
673345638550134785,1154,2318
673343217010679808,246,898
673342308415348736,517,1181
673320132811366400,7153,12428
673317986296586240,227,817
673295268553605120,2881,6962
673270968295534593,328,993
673240798075449344,644,1322
673213039743795200,761,2052
673148804208660480,572,1558
672997845381865473,648,1824
672995267319328768,267,874
672988786805112832,265,908
672984142909456390,499,1164
672980819271634944,926,1684
672975131468300288,821,1551
672970152493887488,325,875
672968025906282496,494,1230
672964561327235073,585,1309
672902681409806336,448,1273
672898206762672129,383,834
672884426393653248,770,1423
672877615439593473,323,944
672834301050937345,522,1203
672828477930868736,442,1144
672640509974827008,287,907
672622327801233409,439,1191
672614745925664768,531,1124
672609152938721280,352,1009
672604026190569472,361,1017
672594978741354496,556,1224
672591762242805761,303,877
672591271085670400,171,661
672538107540070400,331,938
672523490734551040,152,578
672488522314567680,398,1029
672482722825261057,543,1033
672481316919734272,119,666
672475084225949696,640,1334
672466075045466113,478,1245
672272411274932228,3064,5946
672267570918129665,559,1366
672264251789176834,306,1047
672256522047614977,1389,2603
672254177670729728,677,1319
672248013293752320,545,1601
672245253877968896,142,627
672239279297454080,291,831
672231046314901505,918,1681
672222792075620352,190,723
672205392827572224,1039,2077
672169685991993344,333,940
672160042234327040,321,805
672139350159835138,630,1603
672125275208069120,1036,2196
672095186491711488,338,916
672082170312290304,334,869
672068090318987265,465,1185
671896809300709376,3809,7856
671891728106971137,513,1209
671882082306625538,1266,3221
671879137494245376,605,1304
671874878652489728,502,1154
671866342182637568,442,1036
671855973984772097,394,828
671789708968640512,3146,6544
671768281401958400,450,1097
671763349865160704,817,1543
671744970634719232,697,1250
671743150407421952,214,696
671735591348891648,684,1331
671729906628341761,3954,7823
671561002136281088,6588,11805
671550332464455680,192,839
671547767500775424,531,1247
671544874165002241,941,1797
671542985629241344,510,998
671538301157904385,349,856
671536543010570240,370,1083
671533943490011136,526,927
671528761649688577,233,776
671520732782923777,482,1279
671518598289059840,270,866
671511350426865664,638,1470
671504605491109889,3264,6461
671497587707535361,412,853
671488513339211776,436,922
671486386088865792,180,528
671485057807351808,212,702
671390180817915904,678,1320
671362598324076544,270,1023
671357843010908160,142,366
671355857343524864,111,445
671347597085433856,386,875
671186162933985280,190,666
671182547775299584,303,1018
671166507850801152,312,804
671163268581498880,1008,1508
671159727754231808,72,328
671154572044468225,199,654
671151324042559489,138,607
671147085991960577,200,609
671141549288370177,594,1060
671138694582165504,366,844
671134062904504320,172,677
671122204919246848,2282,3193
671115716440031232,707,1256
671109016219725825,395,1054
670995969505435648,262,1012
670842764863651840,7875,22794
670840546554966016,173,539
670838202509447168,624,1016
670833812859932673,113,398
670832455012716544,195,667
670826280409919488,3671,5062
670823764196741120,169,706
670822709593571328,88,556
670815497391357952,1392,2903
670811965569282048,243,1034
670807719151067136,445,1079
670804601705242624,866,1808
670803562457407488,82,312
670797304698376195,211,680
670792680469889025,246,760
670789397210615808,218,606
670786190031921152,182,552
670783437142401025,349,765
670782429121134593,699,1410
670780561024270336,262,725
670778058496974848,66,306
670764103623966721,388,997
670755717859713024,95,402
670733412878163972,465,886
670727704916926465,326,766
670717338665226240,437,1094
670704688707301377,339,719
670691627984359425,218,538
670679630144274432,255,688
670676092097810432,37,224
670668383499735048,4522,9825
670474236058800128,672,1393
670468609693655041,80,329
670465786746662913,497,896
670452855871037440,186,504
670449342516494336,588,1110
670444955656130560,1804,6242
670442337873600512,183,595
670435821946826752,466,973
670434127938719744,584,1303
670433248821026816,103,304
670428280563085312,556,1281
670427002554466305,146,481
670421925039075328,579,1205
670420569653809152,282,565
670417414769758208,296,527
670411370698022913,812,1857
670408998013820928,199,506
670403879788544000,138,391
670385711116361728,188,518
670374371102445568,248,688
670361874861563904,59,301
670338931251150849,101,396
670319130621435904,1110,3600
670303360680108032,118,402
670290420111441920,260,639
670093938074779648,298,945
670086499208155136,226,638
670079681849372674,1107,2036
670073503555706880,709,1430
670069087419133954,216,568
670061506722140161,299,691
670055038660800512,293,610
670046952931721218,159,594
670040295598354432,101,689
670037189829525505,250,543
670003130994700288,84,305
669993076832759809,75,298
669972011175813120,140,410
669970042633789440,50,280
669942763794931712,143,462
669926384437997569,87,347
669923323644657664,53,212
669753178989142016,361,733
669749430875258880,60,237
669684865554620416,79,463
669683899023405056,100,347
669682095984410625,123,323
669680153564442624,261,613
669661792646373376,387,746
669625907762618368,1639,3244
669603084620980224,332,881
669597912108789760,138,468
669583744538451968,842,1369
669573570759163904,126,402
669571471778410496,920,1463
669567591774625800,47,214
669564461267722241,108,358
669393256313184256,66,326
669375718304980992,655,1217
669371483794317312,158,448
669367896104181761,138,421
669363888236994561,207,573
669359674819481600,110,341
669354382627049472,1154,2480
669353438988365824,237,576
669351434509529089,166,398
669328503091937280,381,937
669327207240699904,112,529
669324657376567296,192,455
669216679721873412,365,1096
669214165781868544,143,398
669203728096960512,425,922
669037058363662336,282,601
669015743032369152,337,676
669006782128353280,219,531
669000397445533696,5747,19285
668994913074286592,203,399
668992363537309700,307,678
668989615043424256,303,619
668988183816871936,415,830
668986018524233728,147,504
668981893510119424,273,498
668979806671884288,312,731
668975677807423489,527,1199
668967877119254528,21,131
668960084974809088,222,646
668955713004314625,65,251
668932921458302977,53,234
668902994700836864,91,293
668892474547511297,133,369
668872652652679168,276,489
668852170888998912,146,417
668826086256599040,120,394
668815180734689280,234,511
668779399630725120,339,659
668655139528511488,199,487
668645506898350081,476,806
668643542311546881,468,808
668641109086707712,489,979
668636665813057536,449,953
668633411083464705,1447,2571
668631377374486528,292,654
668627278264475648,100,289
668625577880875008,116,348
668623201287675904,677,1298
668620235289837568,36,187
668614819948453888,287,564
668587383441514497,971,1541
668567822092664832,49,218
668544745690562560,205,469
668542336805281792,192,418
668537837512433665,63,233
668528771708952576,201,424
668507509523615744,94,297
668496999348633600,119,374
668484198282485761,214,384
668480044826800133,131,416
668466899341221888,463,808
668297328638447616,270,575
668291999406125056,29,222
668286279830867968,125,458
668274247790391296,211,752
668268907921326080,212,502
668256321989451776,540,1188
668248472370458624,424,871
668237644992782336,2554,5662
668226093875376128,91,265
668221241640230912,179,468
668204964695683073,179,511
668190681446379520,181,594
668171859951755264,168,444
668154635664932864,284,457
668142349051129856,254,529
668113020489474048,215,614
667937095915278337,725,1146
667924896115245057,98,272
667915453470232577,50,192
667911425562669056,261,448
667902449697558528,348,789
667886921285246976,965,1713
667885044254572545,423,760
667878741721415682,106,363
667873844930215936,367,574
667866724293877760,937,2796
667861340749471744,74,226
667832474953625600,57,266
667806454573760512,445,968
667801013445750784,84,293
667793409583771648,302,636
667782464991965184,222,375
667773195014021121,47,211
667766675769573376,198,391
667728196545200128,137,339
667724302356258817,285,441
667550904950915073,29,0
667550882905632768,26,0
667549055577362432,2036,5283
667546741521195010,115,312
667544320556335104,480,785
667538891197542400,59,186
667534815156183040,475,745
667530908589760512,217,429
667524857454854144,1014,1552
667517642048163840,175,339
667509364010450944,1926,6274
667502640335572993,201,499
667495797102141441,238,477
667491009379606528,201,473
667470559035432960,88,231
667455448082227200,56,177
667453023279554560,80,290
667443425659232256,521,706
667437278097252352,213,410
